Disposition,Orbital Period,Transit Duration,Transit Depth,Planet Radius,Star Eff. Temp,Stellar log,Star Radius
Planet Candidate,4.8306667,4.2400000,9790.0000000,14.4419000,6567.0000000,4.2600000,1.4400000
Confirmed Planet,7.3279450,2.8960000,13710.0000000,9.4902700,4521.0000000,4.5000000,0.7900000
Planet Candidate,4.5991516,3.1130000,23020.0000000,,5262.9000000,,
Planet Candidate,0.7127815,1.1540000,26500.0000000,16.3576000,5625.4000000,,0.9800000
Planet Candidate,3.5257230,4.5820000,4730.0000000,12.6783000,6442.0000000,4.0200000,1.8500000
Planet Candidate,0.7123317,0.7520000,13070.0000000,13.7901000,4728.0000000,4.3400000,0.9800000
Planet Candidate,7.7925448,2.9029880,16339.5347863,25.4471346,6307.0000000,4.2100000,1.4467800
Planet Candidate,3.2006677,4.1950000,5500.0000000,15.3648000,7438.0000000,4.0300000,2.0900000
Planet Candidate,4.9186433,1.8490000,19840.0000000,10.5440000,4394.0000000,4.5600000,0.7200000
False Positive,2.0391741,0.8490000,5740.0000000,,5371.5000000,,
Planet Candidate,2.7557652,1.8890000,14830.0000000,14.7906000,,,1.1800000
Planet Candidate,2.8652288,1.7850000,14320.0000000,13.2096000,5945.0000000,4.4200000,1.0600000
Planet Candidate,3.2690486,3.6660000,6060.0000000,12.3490000,6368.0000000,4.1600000,1.5500000
Planet Candidate,3.0291360,2.8290000,18490.0000000,,,,
Planet Candidate,10.7844934,2.0210000,13750.0000000,6.2603700,3558.0000000,4.7300000,0.5100000
Planet Candidate,1.2926975,2.5920000,6460.0000000,,,,
Planet Candidate,4.8401948,3.5460000,26550.0000000,,12745.0000000,,
Planet Candidate,0.5542332,1.3660000,4400.0000000,16.3177000,7366.0000000,3.8900000,2.4300000
Planet Candidate,4.1277280,1.4110000,14790.0000000,11.0098000,5820.0000000,4.5500000,0.9000000
Planet Candidate,1.5314941,2.4818244,19629.0085308,24.9326220,6650.0000000,4.3800000,1.2710100
False Positive,1.9905105,2.6200000,2270.0000000,5.9424100,6211.0000000,4.4600000,1.0700000
False Positive,1.3550447,1.9450000,3710.0000000,,14466.0000000,,
Planet Candidate,25.2580075,3.7100519,8447.1702956,8.7026468,5290.0000000,4.4500000,0.9460860
Planet Candidate,2.0916623,3.2740000,5500.0000000,22.2405000,6600.0000000,3.8300000,2.3600000
Planet Candidate,4.6259138,2.9100000,10220.0000000,14.9419000,7388.0000000,4.3400000,1.4400000
Planet Candidate,4.0211797,4.1980000,3500.0000000,16.4291000,4881.0000000,,2.7900000
False Positive,4.4433921,3.4140000,6480.0000000,12.1784000,7664.0000000,4.5100000,1.2300000
Planet Candidate,3.8331282,2.9060000,10410.0000000,12.9506000,8408.0000000,4.5700000,1.2400000
Planet Candidate,4.2672965,3.1080000,9340.0000000,18.7854000,6548.0000000,4.0600000,1.7900000
Planet Candidate,1.5252473,2.3430000,1730.0000000,9.5977100,5698.0000000,3.6700000,2.4400000
False Positive,3.2517862,4.3730000,18310.0000000,13.6873000,5824.0000000,4.5300000,0.9200000
Planet Candidate,0.7327757,1.3060000,4490.0000000,,5195.1000000,,
Planet Candidate,1.8237148,1.3220000,22920.0000000,12.3326000,4581.0000000,4.5100000,0.7800000
Planet Candidate,5.6748327,1.7830000,8390.2038219,11.6571011,4871.0000000,4.2600000,1.0942900
Planet Candidate,4.4209830,4.0830000,3980.0000000,,,,
Planet Candidate,4.8405428,2.1390000,7030.0000000,8.9611800,5875.0000000,4.4000000,1.0800000
Planet Candidate,2.8371201,2.1020000,11560.0000000,13.1836000,5301.0000000,4.2400000,1.2000000
Planet Candidate,2.7519326,2.4110000,10200.0000000,,,,
Planet Candidate,0.6894210,1.2330000,3580.0000000,16.3132000,5270.0000000,,2.6000000
Planet Candidate,0.4269880,0.4060000,7230.0000000,11.5872000,5333.5000000,4.4300000,0.9600000
Planet Candidate,3.4859402,1.5320000,11410.0000000,14.1010000,5941.0000000,4.3300000,1.1800000
Confirmed Planet,2.3505698,2.7680000,11210.0000000,12.9823000,5356.0000000,,1.2200000
Planet Candidate,4.3497551,3.7040000,1710.0000000,7.8239500,5667.3000000,4.3500000,1.8800000
Planet Candidate,5.4913314,5.3710583,34135.0717572,,6364.0000000,,
Planet Candidate,1.3287182,1.7017624,9179.5074187,21.9959930,6273.0000000,4.0800000,1.6760600
Planet Candidate,3.5910692,2.8910000,29100.0000000,18.7998000,5736.0000000,4.3800000,1.0900000
Confirmed Planet,3.6015056,3.0240000,13630.0000000,12.3972000,6055.0000000,4.4600000,1.0300000
Planet Candidate,4.8701613,2.6230000,12330.0000000,6.1344300,5268.0000000,4.9200000,0.5500000
Planet Candidate,3.4287311,2.3000000,34250.0000000,16.9576000,5231.0000000,4.4700000,0.9100000
Planet Candidate,9.1622680,2.0670000,20340.0000000,11.8107000,4935.8000000,4.5900000,0.7500000
Planet Candidate,3.8996784,4.6680000,3420.0000000,12.1415000,6382.0000000,3.9400000,2.0100000
Planet Candidate,3.2783445,3.6570000,3140.0000000,8.3232700,5940.7000000,4.1300000,1.4900000
False Positive,1.6709011,2.2820392,1210.5574745,5.3730452,7051.0000000,4.4200000,1.2684000
Planet Candidate,1.8865581,1.6990000,3150.0000000,7.7145100,5564.2000000,,1.3600000
Planet Candidate,3.1228396,2.1800000,28060.0000000,13.4539000,4262.0000000,4.4900000,0.7700000
Planet Candidate,5.7217124,3.7733987,5455.5856088,9.1008936,5541.0000000,4.2800000,1.1931300
Planet Candidate,7.4659746,2.3960000,3570.0000000,15.9063000,6439.0000000,3.9700000,1.9500000
Planet Candidate,5.5809252,2.5450000,10780.0000000,8.1016700,4455.0000000,4.5300000,0.7600000
Planet Candidate,3.0078200,3.5030000,6510.0000000,12.7824000,5999.1000000,4.1100000,1.5400000
Planet Candidate,2.3378096,2.3070000,6880.0000000,,,,
Planet Candidate,4.0257967,1.9450000,7390.0000000,,9045.0000000,,
Planet Candidate,1.6566182,2.8470000,12290.0000000,15.7246000,6504.0000000,4.2800000,1.3800000
Planet Candidate,2.3627442,3.0950000,1870.0000000,5.1554200,5939.0000000,4.3200000,1.1800000
Planet Candidate,2.2060441,4.1301608,7122.1032213,18.0034887,6313.0000000,3.8900000,2.0898499
Planet Candidate,1.5297119,2.2970000,2410.0000000,9.9183900,6683.0000000,3.9600000,2.0500000
False Positive,5.1627718,3.1390000,19050.0000000,15.0573000,6749.0000000,4.5300000,1.0800000
False Positive,2.7575300,1.3760000,1071.4500000,6.9989100,5776.5000000,2.9900000,1.9400000
Planet Candidate,5.2080700,3.2490000,29630.0000000,16.3192000,5836.5000000,4.5100000,0.9400000
False Positive,2.0902180,3.3290000,8180.0000000,19.2766000,6328.0000000,,2.0800000
Planet Candidate,7.7971071,1.8730000,23150.0000000,22.9819000,4978.0000000,,1.4700000
Planet Candidate,1.6224281,2.0130000,1250.0000000,7.1275500,7517.0000000,4.0800000,1.9800000
False Positive,3.2891219,2.9480000,8100.0000000,15.1457000,6947.0000000,4.1900000,1.6400000
False Positive,2.0958074,2.9920000,2350.0000000,7.6384300,6793.0000000,4.2000000,1.6000000
Planet Candidate,8.6134600,2.3490000,12840.0000000,20.6812000,6595.0000000,4.1700000,1.6000000
Planet Candidate,4.2768515,4.5860000,5000.0000000,12.0270000,5691.0000000,3.9600000,1.7300000
False Positive,3.9678136,4.2380000,760.0000000,2.8175600,6138.0000000,4.4800000,1.0300000
Planet Candidate,3.3653430,3.3520000,7700.0000000,16.7174000,9582.0000000,4.3000000,1.8300000
Planet Candidate,3.7440143,2.9949786,1773.5844948,7.2887349,6048.0000000,4.0300000,1.7045799
Planet Candidate,9.5537684,3.4140000,18260.0000000,18.0441000,5816.0000000,4.2500000,1.2700000
Planet Candidate,1.8418712,1.6330000,10500.0000000,,5952.0000000,,
Planet Candidate,3.0920297,4.0267639,63491.9490893,,5804.0000000,,
Planet Candidate,5.4722557,6.3660000,1800.0000000,11.5748000,5847.0000000,3.5700000,2.8000000
Planet Candidate,1.7946783,3.3060000,2860.0000000,8.7104100,6351.0000000,4.0900000,1.6800000
Planet Candidate,4.2745762,4.2880000,3620.0000000,10.7453000,6375.0000000,4.0400000,1.7900000
Planet Candidate,5.1139634,2.2400000,7090.0000000,12.9912000,6451.0000000,4.2100000,1.4900000
Planet Candidate,3.0525290,3.3330000,14090.0000000,16.9171000,6802.0000000,4.3200000,1.3800000
False Positive,6.5832019,3.1350000,5280.0000000,7.1331300,5809.0000000,4.4800000,0.9700000
Planet Candidate,5.9594909,2.2010000,15090.0000000,12.8042000,5950.0000000,4.4700000,1.0000000
Planet Candidate,6.7014500,1.5790000,10940.0000000,8.1524600,4130.0000000,4.5100000,0.7400000
Planet Candidate,3.0327366,2.5480000,12000.0000000,19.6858000,7124.0000000,4.1300000,1.7900000
Planet Candidate,11.2645152,5.7780000,10110.0000000,,5869.8000000,,
Planet Candidate,8.9909040,1.7800000,6500.0000000,10.4018000,5354.0000000,4.3500000,1.0700000
Confirmed Planet,3.9014904,4.8300000,9050.0000000,16.2567000,5512.0000000,3.9700000,1.6900000
Planet Candidate,2.5071775,3.0618698,14812.1573416,14.7740421,5996.0000000,4.3500000,1.1625000
Planet Candidate,3.6794732,4.1300000,6360.0000000,11.3997000,5823.0000000,4.1500000,1.4200000
Planet Candidate,4.8206566,4.4680000,17740.0000000,15.0250000,6002.0000000,4.3800000,1.1300000
Planet Candidate,3.3794034,3.3320000,3610.0000000,10.0889000,6072.0000000,4.0400000,1.6700000
Planet Candidate,3.0525705,4.8110000,8760.0000000,,4817.8000000,,
Planet Candidate,2.0252285,5.2098256,2725.4212975,,3600.5000000,,
Planet Candidate,2.1510781,2.3550000,16930.0000000,,5769.0000000,,
Planet Candidate,3.9935853,2.8460000,19930.0000000,21.2425000,5709.0000000,4.5000000,0.9400000
Planet Candidate,3.4677103,2.2340000,10000.0000000,12.3649000,5645.0000000,4.2900000,1.1800000
Planet Candidate,3.9982381,2.8670000,53030.0000000,20.4596000,5509.0000000,4.5300000,0.8800000
Planet Candidate,1.4032876,2.5340000,12010.0000000,,5649.5000000,,
Planet Candidate,5.2803048,2.7520000,14540.0000000,,,,
False Positive,0.3859142,1.1890000,5590.0000000,7.7649100,6721.0000000,4.5500000,1.0500000
Planet Candidate,2.1357662,3.2720000,13310.0000000,18.0173000,7428.0000000,4.3000000,1.5200000
Planet Candidate,2.9677851,3.5398550,18226.8366329,24.1966313,6185.0000000,4.1100000,1.5855700
Planet Candidate,3.4128930,2.6000000,15960.0000000,14.5305000,5691.0000000,4.3300000,1.1300000
False Positive,2.2417200,3.9890000,23700.0000000,28.4732000,6292.0000000,3.9800000,1.8800000
Planet Candidate,3.5366051,2.5870000,12660.0000000,13.8209000,6026.0000000,4.3400000,1.1900000
Planet Candidate,2.9599541,3.5230000,7190.0000000,15.9636000,6267.7000000,4.0000000,1.8400000
Planet Candidate,2.7559464,3.2550000,4130.0000000,,6277.0000000,,
Planet Candidate,2.3725483,1.5430000,5010.0000000,14.8302000,6019.0000000,3.8500000,2.0800000
False Positive,13.2681095,3.5540000,2140.0000000,11.9718000,6364.0000000,3.7500000,2.4800000
Planet Candidate,2.3304358,3.5280000,9320.0000000,17.6763000,7763.0000000,4.2100000,1.7700000
Planet Candidate,4.1343989,3.0510000,18320.0000000,18.5459000,6320.0000000,4.2700000,1.3500000
Planet Candidate,2.7020875,3.1160000,10040.0000000,15.6063000,7798.0000000,4.3100000,1.5700000
Planet Candidate,5.7672677,4.1730000,29540.0000000,,,,
False Positive,1.3168344,0.7330000,3640.0000000,,5211.7000000,,
Planet Candidate,9.9491500,3.9680000,22920.0000000,24.5989000,5852.0000000,4.0300000,1.6500000
Planet Candidate,5.9397250,1.4810000,6600.0000000,14.4394000,5568.0000000,4.0500000,1.5500000
Planet Candidate,2.9489639,2.2780000,2730.0000000,11.3327000,6506.0000000,3.9000000,2.1500000
Planet Candidate,2.3097953,3.1850000,4000.0000000,12.6197000,7300.0000000,4.0500000,2.0100000
Planet Candidate,2.9919962,2.6140000,17170.0000000,13.6621000,5247.0000000,4.3900000,1.0100000
Planet Candidate,2.8281656,3.1500000,22180.0000000,17.6399000,6412.2000000,,1.1600000
Planet Candidate,1.3071566,1.1080000,3100.0000000,11.1657000,5958.0000000,4.5100000,0.9600000
Planet Candidate,1.8092906,1.9830000,15830.0000000,23.2306000,6905.0000000,4.1200000,1.7700000
Planet Candidate,0.5800700,1.3380000,16320.0000000,16.4382000,6875.0000000,4.3700000,1.3300000
Planet Candidate,2.3483946,2.3750000,2930.0000000,19.5614000,6155.0000000,3.9800000,1.8200000
False Positive,1.3934565,2.8090000,2530.0000000,,3301.0000000,,
False Positive,0.5465391,1.6114979,3122.1584293,9.5365498,6091.0000000,4.0500000,1.6605700
Planet Candidate,1.3185787,1.7480000,5930.0000000,,6040.0000000,,
Planet Candidate,4.8659280,5.3235320,10758.3826821,15.1777570,6137.0000000,4.3400000,1.2121500
Planet Candidate,1.9512921,4.7888548,6702.5267443,,,,
Planet Candidate,0.6771668,1.4000000,1095.0000000,,3194.0000000,,
Planet Candidate,1.6995805,2.3050000,6740.0000000,11.1546000,9626.0000000,4.5600000,1.3500000
Planet Candidate,12.2027867,2.4280000,7070.0000000,9.7478400,6454.0000000,4.4500000,1.1300000
Planet Candidate,7.4365725,2.7740000,5020.0000000,17.5053000,9230.0000000,4.0900000,2.2900000
Planet Candidate,1.5959199,1.5390000,20720.0000000,,6809.2000000,,
Planet Candidate,3.8277062,0.8990000,3610.0000000,7.9798400,6610.0000000,4.4400000,1.1800000
Planet Candidate,6.1668344,2.2619245,13145.6121347,17.0195741,5747.0000000,4.2400000,1.2815599
Planet Candidate,0.6587178,1.5760000,7010.0000000,20.2415000,6520.0000000,3.8000000,2.4100000
Confirmed Planet,1.2669382,1.9300000,2580.0000000,7.1353500,6296.0000000,4.2600000,1.3600000
Planet Candidate,2.9828061,4.2800000,7320.0000000,15.4283000,6879.0000000,4.0900000,1.8100000
Planet Candidate,3.1420872,1.8840000,13090.0000000,12.6134000,5417.4000000,4.3700000,1.0500000
Planet Candidate,5.3583725,4.9160000,5000.0000000,,,,
Planet Candidate,1.8030565,2.3000000,2620.0000000,8.8991700,5982.0000000,4.0100000,1.7200000
Planet Candidate,7.8595931,1.9020000,18530.0000000,,14677.0000000,,
Planet Candidate,6.3599636,5.4790000,4400.0000000,13.6678000,7689.0000000,4.0600000,2.0700000
Planet Candidate,0.5496848,0.8200000,2860.0000000,10.6252000,7433.0000000,4.1400000,1.8400000
Planet Candidate,1.9892499,3.8785674,20634.2990944,,,,
Planet Candidate,8.3092965,2.2010000,17010.0000000,14.2736000,4801.3000000,,0.8500000
Planet Candidate,4.5744909,4.5340000,8890.0000000,16.8715000,6993.0000000,4.1600000,1.7000000
Planet Candidate,3.4365075,3.3530000,4410.0000000,17.7367000,5438.0000000,,2.6300000
Confirmed Planet,1.9268037,1.4000000,2260.0000000,3.4273500,4249.0000000,4.5900000,0.6800000
Planet Candidate,2.1532179,2.0720000,6780.0000000,25.8530000,5997.0000000,4.0300000,1.6800000
Planet Candidate,5.1057571,2.6160000,10840.0000000,10.9206000,5495.2000000,4.4100000,1.0100000
False Positive,4.5300175,5.3310000,35800.0000000,,9046.0000000,,
Planet Candidate,10.9506335,2.6350000,1820.0000000,3.1726400,4530.0000000,4.5600000,0.7300000
Planet Candidate,4.1414861,2.5730000,7770.0000000,,6920.0000000,,
Planet Candidate,2.6337971,2.5910000,4790.0000000,,3946.9000000,,
Planet Candidate,9.3096136,2.1710000,11570.0000000,9.9903000,5229.0000000,,0.9300000
Planet Candidate,6.1573300,2.7071868,12845.0114880,,5329.0000000,,
Planet Candidate,6.3272169,3.6670000,8060.0000000,,4580.9000000,,
Planet Candidate,2.7499877,3.8400000,15480.0000000,22.9205000,10146.0000000,4.3600000,1.7700000
Planet Candidate,4.4163989,1.8100000,7110.0000000,7.8961400,6273.0000000,4.5900000,0.9300000
Planet Candidate,4.3653308,3.4560000,8090.0000000,14.0676000,7109.0000000,4.2400000,1.5700000
Planet Candidate,2.8396238,2.3910000,10100.0000000,12.1990000,5915.3000000,,1.1600000
Planet Candidate,4.2839945,3.0800000,9440.0000000,9.7790400,6022.0000000,4.4600000,1.0300000
Planet Candidate,4.4282303,2.5770000,17180.0000000,,,,
Planet Candidate,1.3683875,1.3570000,8410.0000000,8.7920900,5000.0000000,,0.8900000
Planet Candidate,4.7323433,4.1038025,15681.8233730,17.3410428,6438.0000000,4.2900000,1.3525200
Planet Candidate,2.5543095,2.2390000,18680.0000000,13.5543000,5990.0000000,4.5300000,0.9500000
Planet Candidate,4.2695675,3.7002918,8610.3886424,12.2342646,5798.0000000,4.2200000,1.3043000
Planet Candidate,3.2907468,2.3090000,15760.0000000,14.0568000,6229.0000000,4.4500000,1.0800000
Planet Candidate,4.0467915,3.9790000,5180.0000000,12.8472000,5933.0000000,3.9600000,1.7900000
Planet Candidate,3.8769776,4.5260000,2760.0000000,,5569.2000000,,
Planet Candidate,4.3437796,2.7740000,7750.0000000,11.8307000,6513.0000000,4.3200000,1.3200000
Planet Candidate,10.3069451,2.5990000,6340.0000000,,4445.0000000,,
Planet Candidate,5.3332571,3.1020000,2020.0000000,5.8227900,6068.0000000,4.4100000,1.1000000
Planet Candidate,1.4851630,1.7890000,4490.0000000,8.9936200,5506.2000000,,1.2800000
Planet Candidate,4.7343852,4.4680000,12440.0000000,18.0528000,5776.0000000,4.0500000,1.6000000
Planet Candidate,6.9003520,2.4520000,10420.0000000,8.8646300,5205.8000000,4.5300000,0.8500000
False Positive,2.8831285,3.5300000,26290.0000000,28.6734000,,,1.7700000
Planet Candidate,0.7962992,0.9970000,23170.0000000,14.8058000,4062.7000000,4.6100000,0.9500000
False Positive,0.7428708,1.1120000,4970.0000000,7.8618600,5635.9000000,4.3500000,1.1100000
Planet Candidate,4.6406360,2.9840000,15710.0000000,13.1303000,4539.0000000,4.2700000,1.0200000
Planet Candidate,4.2842284,1.4970000,11830.0000000,14.0459000,4911.0000000,4.1900000,1.1900000
Planet Candidate,3.1339232,4.0290000,6230.0000000,,5980.5000000,,
Planet Candidate,4.4071110,2.1340000,9140.0000000,11.7059000,5478.0000000,4.2700000,1.1800000
Planet Candidate,2.7961137,1.6040000,5500.0000000,7.7487000,6455.0000000,4.5100000,1.0600000
Planet Candidate,1.6484941,2.0820857,3523.4673819,9.6099784,6316.0000000,4.1400000,1.5764199
Planet Candidate,3.2689953,2.9310000,15890.0000000,17.1329000,5552.0000000,4.1900000,1.3200000
Planet Candidate,3.8098324,3.8810000,3250.0000000,10.3911000,5406.0000000,3.9100000,1.7800000
Planet Candidate,8.9075160,3.5220000,8610.0000000,14.3733000,6407.0000000,4.2000000,1.4900000
Planet Candidate,3.5412310,2.4849489,5029.7368715,10.6621914,5755.0000000,4.2300000,1.2825900
Planet Candidate,7.0235956,4.7390000,5630.0000000,,6276.0000000,,
Planet Candidate,5.5167527,4.2880000,13410.0000000,21.0821000,6296.0000000,4.0100000,1.8100000
False Positive,6.1836286,2.5730000,9990.0000000,13.3233000,6504.0000000,4.3400000,1.2900000
Planet Candidate,1.8703411,2.1340000,9570.0000000,18.6634000,6368.0000000,4.0800000,1.7000000
Planet Candidate,2.2545904,0.9770000,5980.0000000,11.3495000,5567.0000000,4.2300000,1.2500000
Planet Candidate,6.7565519,3.4420000,5200.0000000,12.7591000,5972.0000000,4.0500000,1.6400000
Planet Candidate,1.8246123,1.8350000,16080.0000000,18.0134000,5655.0000000,4.1500000,1.3900000
Planet Candidate,3.6065570,1.8780000,9930.0000000,13.2514000,5775.3000000,4.2500000,1.2600000
Planet Candidate,2.3155132,0.6490000,1520.0000000,7.0052100,6011.0000000,4.1600000,1.4500000
Planet Candidate,2.3348152,1.8610000,5310.0000000,11.4665000,5949.1000000,4.1200000,1.5100000
False Positive,3.2615000,2.2330000,1652.2800000,5.0709700,5963.0000000,3.4100000,1.1300000
Planet Candidate,0.4415174,1.7224979,3910.4523542,31.5083507,5117.0000000,,2.9223199
Planet Candidate,2.6274574,2.3100000,21660.0000000,18.5088000,6148.0000000,4.3300000,1.2300000
Planet Candidate,2.2664085,2.6300000,10240.0000000,13.4164000,6107.0000000,4.2900000,1.2700000
Planet Candidate,4.0902788,3.5840000,5060.0000000,13.9755000,6130.0000000,3.9200000,1.9500000
Planet Candidate,2.2308431,2.9690000,10950.0000000,22.6165000,6386.0000000,3.8800000,2.1400000
Planet Candidate,3.7065603,1.9800000,15010.0000000,12.9758000,5632.0000000,4.4100000,1.0300000
Planet Candidate,2.6841894,2.8360000,29670.0000000,21.1600000,5914.0000000,4.3300000,1.1700000
Planet Candidate,1.8823821,3.1478726,21038.6119972,,,,
Planet Candidate,2.8740048,1.5920000,25890.0000000,12.2262000,4270.3000000,4.5700000,0.7400000
Planet Candidate,3.9628496,2.8440000,4480.0000000,9.6417100,5449.0000000,4.2400000,1.4300000
Planet Candidate,10.1810800,3.6740000,1190.0000000,2.6601900,4822.0000000,4.5500000,0.7800000
Planet Candidate,3.0932735,2.9370000,10900.0000000,,,,
Planet Candidate,4.4338805,3.9300000,9180.0000000,13.6095000,6695.0000000,4.3200000,1.3700000
Planet Candidate,1.1536561,2.5100000,40190.0000000,,,,
Planet Candidate,2.9902369,3.0420000,6460.0000000,140.1940000,,,17.3400000
Planet Candidate,3.7724947,2.1990000,9180.0000000,13.5487000,6623.0000000,4.3300000,1.3300000
Planet Candidate,3.5505931,2.7130000,15700.0000000,17.9407000,4803.0000000,4.0700000,1.3400000
False Positive,3.5506084,2.7060000,16040.0000000,14.4767000,5083.0000000,4.2600000,1.1300000
Planet Candidate,1.5256634,1.9250000,16180.0000000,,5230.5000000,,
Planet Candidate,4.2814436,0.8680000,4910.0000000,10.6824000,5097.8000000,,1.3600000
