Disposition,Orbital Period,Transit Duration,Transit Depth,Planet Radius,Star Eff. Temp,Stellar log,Star Radius
Confirmed Planet,84.8386900,5.1940000,1020.0000000,2.0385700,4504.0000000,4.5883300,0.7200000
Planet Candidate,3.1739167,3.6500000,2669.0000000,17.4128000,7099.0000000,3.6400000,3.1700000
False Positive,0.9739887,1.5940000,2904.0000000,21.8604000,7357.0000000,4.0800000,1.9500000
Planet Candidate,0.3075961,0.4900000,124509.0000000,17.2274000,3257.0000000,4.8600000,0.3700000
Planet Candidate,2.6414334,2.5080000,19204.0000000,13.6255000,5753.0000000,4.4000000,1.0600000
Planet Candidate,21.7276636,2.9240000,43934.0000000,8.1826500,3437.0000000,4.8300000,0.4000000
Planet Candidate,3.2966077,3.9650000,4963.0000000,14.8596000,6259.0000000,3.8700000,2.1200000
Planet Candidate,3.3683989,4.6300000,3874.0000000,13.3562000,6902.0000000,3.8500000,2.4100000
Planet Candidate,2.9650741,2.4120000,6279.0000000,,,,
Planet Candidate,8.8204144,7.6300000,4100.0000000,11.5324000,5672.0000000,3.8100000,2.0700000
Planet Candidate,35.9993588,4.1814011,1086.7362497,2.2253394,4316.7000000,4.6085800,0.6510750
Planet Candidate,1.8715209,1.0213466,255.7891339,1.0618157,4316.7000000,4.6085800,0.6510750
Planet Candidate,1.2433877,1.6500000,2757.0000000,8.0757700,6488.0000000,4.2200000,1.4700000
Planet Candidate,5.3295884,3.7130000,5530.0000000,,,,
Planet Candidate,1.4716633,1.2300000,9168.0000000,21.4506000,5298.0000000,4.3400000,1.0700000
Planet Candidate,3.8282053,3.8910000,4275.0000000,11.9804000,6455.0000000,3.9300000,2.0500000
Planet Candidate,3.5899561,3.4340000,3727.0000000,18.0461000,6224.0000000,3.6000000,2.8700000
Planet Candidate,10.6185545,1.5370000,10466.0000000,12.5680000,5925.9000000,4.3200000,1.1900000
Planet Candidate,5.6897753,4.1530000,6064.0000000,,,,
False Positive,1.2529962,1.0830000,14080.0000000,19.1790000,4220.0000000,4.5100000,0.7500000
Planet Candidate,5.4149624,1.2400000,4028.0000000,16.1825000,7979.0000000,3.8400000,2.7500000
Planet Candidate,3.8850223,1.2090000,6113.0000000,11.9861000,7162.0000000,4.3000000,1.4800000
Planet Candidate,4.3239329,1.5783127,977.2224915,1.5008877,3782.0000000,4.4380000,0.4731410
Planet Candidate,10.1775475,2.0401655,943.2876093,1.5705443,3782.0000000,4.4380000,0.4731410
Planet Candidate,5.1879527,5.9790000,3524.0000000,14.8534000,6617.0000000,3.6600000,2.9000000
Planet Candidate,2.4141149,1.3290000,10760.0000000,5.8313200,3438.0000000,4.6400000,0.6100000
Planet Candidate,6.5433068,3.1140000,26297.0000000,16.0666000,5295.0000000,4.3400000,1.0700000
Planet Candidate,1.1376981,1.0200000,1217.0000000,2.7746700,4244.0000000,4.5200000,0.7400000
Planet Candidate,0.5289141,1.0870000,2503.0000000,6.6777200,5739.6000000,4.2000000,1.3400000
Planet Candidate,23.2471066,2.0310000,12754.0000000,13.9025000,5839.1000000,4.4500000,1.0100000
Planet Candidate,28.4664618,5.9580000,4267.0000000,9.2195500,5888.0000000,4.0900000,1.5400000
Planet Candidate,1.3473988,0.4440000,11164.0000000,9.6786100,3576.0000000,4.6158000,0.6400000
Planet Candidate,1.3432587,1.5340000,2215.0000000,3.9929400,5031.1000000,4.4800000,0.8700000
Confirmed Planet,2.6520679,1.5300000,126188.0000000,11.2606000,3247.0000000,4.8800000,0.3400000
Confirmed Planet,19.2879579,2.1841643,4773.5508832,1.7145308,3075.0000000,4.4380000,0.2298240
Planet Candidate,0.8818115,1.5580000,2067.0000000,9.4717100,6571.0000000,3.9100000,2.1400000
Planet Candidate,7.1467369,3.9130000,1157.0000000,3.6385800,6252.0000000,4.4000000,1.1500000
Planet Candidate,3.1875721,1.8250000,4278.0000000,,,,
Planet Candidate,27.6174987,4.5090000,2176.0000000,3.9292800,5469.0000000,4.5100000,0.9000000
Planet Candidate,8.8600515,2.4930000,10563.0000000,9.2062300,5481.0000000,4.4500000,0.9700000
Planet Candidate,3.8949005,2.1710000,1071.0000000,2.1569300,4718.0000000,4.6600000,0.6700000
Planet Candidate,1.9299641,0.3700000,26801.0000000,11.7580000,3554.0000000,4.7800000,0.4600000
Planet Candidate,1.1838063,1.2330000,1853.0000000,9.2955300,8996.0000000,4.1400000,2.1100000
Planet Candidate,3.3385770,3.5190000,3620.0000000,11.9188000,7482.0000000,4.0200000,2.1300000
Planet Candidate,8.8922064,3.7090000,5250.0000000,,,,
False Positive,0.8370700,2.4970000,2745.5000000,2.9884900,3776.0000000,4.7200000,0.5200000
Planet Candidate,3.0825102,3.7080000,4011.0000000,10.2259000,6001.8000000,,1.6900000
Planet Candidate,3.8285502,5.2480000,2531.0000000,12.7621000,7075.0000000,3.7400000,2.8000000
Planet Candidate,8.6393678,2.3250000,22505.0000000,8.1749800,3468.0000000,4.6800000,0.5600000
Planet Candidate,5.3913891,1.9950000,4086.0000000,4.2865400,5179.0000000,4.6800000,0.7100000
False Positive,736.5528811,4.7350000,1432.0000000,3.1392300,5659.0000000,4.5700000,0.8600000
Planet Candidate,12.9228111,1.5980207,8723.2564459,2.1004549,3166.0000000,5.0247600,0.2233770
Planet Candidate,13.7237530,2.3593878,3129.0813648,7.7077810,6374.4000000,4.2817800,1.3491100
Planet Candidate,3.4375711,3.9255437,10435.0708429,15.0290201,5874.0000000,4.1519800,1.4311900
False Positive,0.5307900,1.2380000,1113.0700000,,3788.4000000,4.8700000,
Planet Candidate,1.9170960,1.0402081,4017.0792074,3.5741192,3653.0000000,4.7172300,0.5231260
Planet Candidate,23.5367004,5.7150000,443.0000000,3.3862000,7487.0000000,4.2200000,1.6900000
Planet Candidate,2.7547949,2.2653165,1434.2026954,3.7424744,5531.0000000,4.4459100,0.9775440
False Positive,0.6257352,0.8361985,13403.1636987,9.1590642,3718.0000000,4.6571000,0.5930430
Planet Candidate,4.2422767,2.8605497,4728.4740947,14.4051573,6223.0000000,3.9489300,1.9237900
Planet Candidate,2.9944941,3.6210070,2479.3671334,15.4980030,7465.0000000,3.7100000,3.0202899
Planet Candidate,,4.2810000,15884.0000000,10.7825000,4122.8000000,4.4000000,0.8400000
Planet Candidate,6.8434236,3.1790000,767.0000000,2.9314200,6060.0000000,4.3800000,1.1400000
Planet Candidate,5.2169076,2.2990000,334.0000000,2.0097000,5966.0000000,4.3900000,1.1000000
Planet Candidate,2.7384363,3.0180000,871.0000000,10.4314000,4964.0000000,,3.5600000
Planet Candidate,3.2607791,3.1520000,574.0000000,3.1812300,5975.0000000,4.1900000,1.3900000
Planet Candidate,5.1794403,4.6280000,796.0000000,5.8283000,5946.0000000,3.7800000,2.2100000
Planet Candidate,14.7126653,3.5600000,305.0000000,2.0860500,6156.0000000,4.2500000,1.3400000
Planet Candidate,10.5739387,3.4840000,493.0000000,4.6082900,9088.0000000,,2.3000000
Planet Candidate,1.1976555,1.2570000,303.0000000,1.5357200,5598.9000000,4.5200000,0.9100000
Planet Candidate,2.6881318,0.9223764,22717.9494983,3.5370730,3244.0000000,5.0102900,0.2329470
Planet Candidate,1.7024504,2.9130000,8210.0000000,16.0263000,6026.0000000,3.8800000,2.0000000
Planet Candidate,2.1570981,1.6880000,8963.0000000,,,,
Planet Candidate,4.7736640,3.9870000,9489.0000000,,,,
Planet Candidate,2.8890956,2.2320000,36105.0000000,12.4627000,3643.0000000,4.6600000,0.5900000
False Positive,4.1099530,4.6410000,434.0000000,1.8134500,5653.0000000,4.4600000,0.9700000
Planet Candidate,4.1223508,3.1030000,9275.0000000,11.9742000,6116.7000000,,1.2800000
Planet Candidate,5.6604695,4.6510000,3523.0000000,8.3210100,5711.0000000,4.0400000,1.6000000
Planet Candidate,16.3425332,3.9850000,748.0000000,3.4535800,5946.0000000,4.5200000,0.9500000
False Positive,5.4934218,3.6580000,18470.0000000,17.1065000,6028.0000000,4.2900000,1.2500000
Planet Candidate,4.1673090,4.0560000,7537.0000000,12.5792000,6552.0000000,4.1700000,1.5900000
Planet Candidate,3.8242663,2.3370000,20057.0000000,13.0807000,5211.0000000,4.3900000,1.0000000
Planet Candidate,2.7998534,1.4150000,27117.0000000,12.3430000,4412.0000000,4.5500000,0.7300000
Planet Candidate,2.5122863,2.2300000,11307.0000000,15.8933000,6156.0000000,4.1400000,1.5300000
Planet Candidate,4.2271814,3.2500000,15027.0000000,13.5590000,5913.0000000,4.3100000,1.2000000
Planet Candidate,3.1540886,1.6620000,23864.0000000,11.8788000,4521.0000000,4.5500000,0.7400000
False Positive,3.1604300,1.9220000,203.3300000,2.3886600,6482.3000000,4.2100000,1.5200000
Planet Candidate,5.0660693,2.0420000,18438.0000000,12.5338000,5269.0000000,4.4000000,1.0000000
Planet Candidate,7.2229767,4.1320000,16049.0000000,,5753.1000000,,
Planet Candidate,7.7600907,1.4770000,16068.0000000,16.1727000,5940.0000000,4.2700000,1.2700000
Planet Candidate,5.7351935,2.9270000,18384.0000000,9.8774100,5042.0000000,4.5900000,0.7700000
Planet Candidate,3.8080897,2.9160000,8079.0000000,11.3715000,6343.0000000,4.2600000,1.3800000
Planet Candidate,3.4844157,2.9630000,11801.0000000,11.7346000,5917.0000000,4.3800000,1.1100000
Planet Candidate,3.5689392,0.9000000,3138.0000000,7.8999300,6326.0000000,4.2800000,1.3500000
Planet Candidate,12.0080349,4.6490000,2736.0000000,7.1684600,6554.0000000,,1.5000000
Planet Candidate,3.6366231,3.3850000,8385.0000000,12.4438000,5978.0000000,4.1600000,1.4400000
Planet Candidate,2.6343177,4.7650000,3792.0000000,13.5381000,7495.0000000,3.9200000,2.3900000
Planet Candidate,12.2877358,4.4450000,315.0000000,2.0923200,6008.6200000,4.2180700,1.3000000
Planet Candidate,2.2609143,1.9720000,3320.0000000,13.2504000,6453.0000000,,2.2000000
Planet Candidate,10.5485040,2.9010000,7496.0000000,7.8373700,5421.0000000,4.4800000,0.9200000
Planet Candidate,75.6979471,6.2610000,6920.0000000,6.7950800,5422.0000000,4.4900000,0.9100000
Planet Candidate,36.9870862,3.7710000,5950.0000000,8.8384900,6110.1000000,4.3800000,1.1400000
Planet Candidate,8.9093753,4.5950000,9278.0000000,13.9451000,6375.0000000,4.1100000,1.6500000
Planet Candidate,2.7705702,2.5020000,10283.0000000,,,,
Planet Candidate,3.1243759,3.9300000,6498.0000000,12.9639000,5477.0000000,3.9500000,1.7100000
Planet Candidate,3.9859545,3.7290000,6488.0000000,13.1539000,5566.0000000,3.9600000,1.7100000
Planet Candidate,4.9030173,3.0980000,4872.0000000,11.3707000,5663.0000000,4.0100000,1.6400000
Planet Candidate,2.9069573,1.5680000,12330.0000000,13.8539000,5744.0000000,4.2800000,1.2200000
Planet Candidate,15.3004892,3.1952319,1265.2897827,2.3968761,4082.0000000,4.6316200,0.6607620
False Positive,7.8365317,2.2710000,4532.0000000,16.9425000,6167.0000000,3.8200000,2.2100000
Planet Candidate,1.6233128,2.1690000,22087.0000000,,,,
Planet Candidate,5.1869453,4.7360000,2193.0000000,10.1814000,6018.0000000,3.6600000,2.5900000
Planet Candidate,5.3384038,3.1520000,4170.0000000,13.2522000,6250.7000000,3.8800000,2.1000000
Planet Candidate,5.5698339,3.8070000,4318.0000000,8.7918100,6500.0000000,4.2200000,1.4800000
Planet Candidate,9.7461668,4.2180000,3751.0000000,8.3598000,6319.0000000,4.1300000,1.6000000
Planet Candidate,3.5191197,3.1620000,11040.0000000,,,,
Planet Candidate,2.3593338,2.0920000,10088.0000000,10.8435000,6613.0000000,4.4900000,1.1000000
Planet Candidate,2.9324083,2.7580000,10392.0000000,13.5533000,7696.0000000,4.3800000,1.4400000
Planet Candidate,16.7880823,2.8820000,11919.0000000,,,,
Planet Candidate,1.4178596,1.4520000,204.0000000,1.1089400,4907.9600000,4.5780900,0.7600000
Planet Candidate,4.3041912,2.6400000,19405.0000000,12.2161000,4856.0000000,4.4200000,0.9100000
Planet Candidate,11.0658881,2.2540000,13656.0000000,16.7803000,5617.0000000,4.1400000,1.4000000
Planet Candidate,3.3221412,1.0520000,63580.0000000,20.0829000,3300.0000000,4.7700000,0.4600000
Planet Candidate,3.8413801,3.6310000,11058.0000000,,,,
Planet Candidate,3.4202745,3.7660000,7438.0000000,11.9840000,6095.0000000,4.0900000,1.6000000
Planet Candidate,3.4940194,2.0140000,8323.0000000,,,,
Planet Candidate,4.6263020,3.0900000,11063.0000000,11.7420000,5990.0000000,4.3000000,1.2200000
Planet Candidate,5.7694396,4.6250000,5455.0000000,,,,
Planet Candidate,3.9304670,2.2810000,19093.0000000,12.1575000,4913.0000000,4.4300000,0.9100000
Planet Candidate,14.3938942,3.2980000,6518.0000000,11.5455000,6891.0000000,4.2800000,1.4600000
Planet Candidate,3.2126400,0.6006982,510.1236296,2.0575829,5330.0000000,4.5100000,0.8828300
Planet Candidate,6.8911882,4.8110000,4518.0000000,9.1010100,6628.0000000,4.2200000,1.5200000
Planet Candidate,6.3377947,1.6390000,9130.0000000,12.6346000,5974.0000000,,1.2200000
Planet Candidate,2.9383886,3.0880000,13226.0000000,17.0131000,6059.0000000,4.1200000,1.5400000
Planet Candidate,3.7352012,2.8920000,14256.0000000,13.2011000,5816.0000000,4.3200000,1.1800000
False Positive,11.5175506,4.2590000,12852.0000000,12.9592000,6259.0000000,4.3200000,1.2700000
Planet Candidate,1.6877647,2.1890000,1655.0000000,5.7667700,6599.0000000,4.2600000,1.4400000
Planet Candidate,2.5698331,2.4120000,10411.0000000,,,,
False Positive,6.8782937,4.4070000,11342.0000000,14.8760000,5657.0000000,4.1800000,1.3500000
Planet Candidate,3.8148598,1.4040000,8744.0000000,12.6261000,6425.6000000,4.2700000,1.3900000
Planet Candidate,6.0387706,1.6370000,29537.0000000,6.8695600,3374.0000000,4.8200000,0.4100000
False Positive,0.9889446,1.6810000,979.0000000,7.2993000,6173.3000000,4.2200000,1.5000000
Planet Candidate,8.9653531,1.8930000,7094.0000000,9.6377600,5977.0000000,4.3600000,1.1500000
Planet Candidate,11.5588657,2.3680000,4691.0000000,5.1418600,5029.0000000,4.5600000,0.8000000
Planet Candidate,1.4207284,1.9880000,4092.0000000,5.8624800,5868.0000000,4.5300000,0.9300000
Planet Candidate,5.4240992,2.4870000,2519.0000000,5.1239400,5386.0000000,4.4100000,1.0000000
Planet Candidate,5.0769983,1.1710000,3683.0000000,10.9525000,6271.0000000,3.9700000,1.9000000
Planet Candidate,1.6831237,1.3820000,2192.0000000,10.0219000,6264.0000000,3.9200000,2.0000000
Planet Candidate,8.5748036,11.2080000,795.0000000,9.0765500,5168.0000000,,3.5800000
Planet Candidate,1.0495702,1.5400000,573.0000000,3.7601700,6222.0000000,4.2000000,1.4400000
Planet Candidate,6.2384297,2.0660000,13808.0000000,12.6929000,5448.0000000,4.3400000,1.1000000
Planet Candidate,16.4591808,5.5750000,4396.0000000,8.1747400,5975.0000000,4.2100000,1.3700000
False Positive,0.4613200,1.3200000,220.0000000,1.8925300,6629.0000000,4.4100000,1.2100000
Planet Candidate,6.6308943,1.7200000,6379.0000000,10.4150000,5410.1000000,4.2700000,1.1800000
Planet Candidate,2.3273503,1.7400000,11266.0000000,13.0392000,5957.0000000,4.2400000,1.3100000
Planet Candidate,6.4093679,3.1140000,11126.0000000,9.9656300,5792.0000000,4.4900000,0.9600000
Planet Candidate,49.2145201,4.5370000,3135.0000000,7.6952100,6657.0000000,4.2100000,1.5500000
Planet Candidate,10.5637482,2.2270000,9607.0000000,10.5980000,5533.0000000,4.3600000,1.0800000
Planet Candidate,4.1723000,1.6840000,46257.0000000,10.1574000,3392.0000000,4.7500000,0.4900000
Planet Candidate,3.8789319,4.4880000,4722.0000000,10.7771000,6148.0000000,,1.3000000
Planet Candidate,10.3486661,5.7800000,5059.0000000,8.8508800,5748.0000000,4.1800000,1.3600000
Planet Candidate,13.5647678,3.1700000,10194.0000000,7.4304500,5528.0000000,,0.7700000
Planet Candidate,11.6562950,2.6650000,2171.0000000,2.9497200,4004.0000000,4.6000000,0.6600000
Planet Candidate,4.7244442,0.9990000,1480.0000000,1.9756200,3653.0000000,4.7400000,0.5000000
Planet Candidate,0.7499711,1.0576059,441.8866633,1.0797147,3653.0000000,4.7400000,0.4972040
Planet Candidate,8.9197222,2.7630000,4742.0000000,12.1831000,6348.0000000,4.0400000,1.7800000
Planet Candidate,7.1304113,3.0810000,4490.0000000,12.8690000,6014.0000000,3.9100000,1.9300000
Planet Candidate,7.5801393,5.0190000,3799.0000000,11.3340000,5860.0000000,3.8000000,2.1600000
Planet Candidate,2.2473177,1.3250000,6242.0000000,13.2774000,6037.8000000,,1.6800000
Planet Candidate,8.9088710,1.1420000,70444.0000000,8.8211900,3267.0000000,4.9100000,0.3100000
False Positive,6.1211661,2.5010000,4248.0000000,6.2293300,6011.2000000,,1.0200000
Planet Candidate,14.2317652,8.3720000,912.0000000,8.2750600,5914.0000000,3.4600000,3.2100000
Planet Candidate,7.9152740,4.6140000,13798.0000000,12.1673000,5638.0000000,4.3800000,1.0700000
Planet Candidate,7.6316525,3.4520000,30467.0000000,15.8297000,5655.0000000,4.4800000,0.9500000
Planet Candidate,3.1168715,1.7420000,31842.0000000,10.6888000,3734.0000000,4.6400000,0.6100000
Planet Candidate,0.4246068,0.4860000,1952.0000000,5.9286900,5576.0000000,4.5400000,0.8800000
Planet Candidate,4.3095502,0.2240000,17371.0000000,6.9571000,3195.0000000,4.9700000,0.2700000
Planet Candidate,5.3346707,3.1810000,11290.0000000,11.1383000,5509.3000000,4.3700000,1.0700000
Planet Candidate,9.0612809,6.9850000,1732.0000000,5.2778000,5876.0000000,4.0900000,1.5400000
Planet Candidate,0.8760587,0.9690000,2336.0000000,14.6319000,6306.0000000,4.2300000,1.4100000
Planet Candidate,2.1384533,1.1110000,1240.0000000,5.6942100,6708.0000000,4.2900000,1.4100000
Planet Candidate,10.7994273,4.8580000,9221.0000000,8.7538600,5548.0000000,4.4400000,0.9900000
Planet Candidate,3.9258703,2.9930000,7452.0000000,,,,
Planet Candidate,7.9871247,2.3820000,1897.0000000,2.8268500,4254.0000000,4.6000000,0.6800000
Planet Candidate,2.8559930,2.7340000,9706.0000000,13.1033000,5780.4000000,4.1500000,1.4300000
Planet Candidate,,2.9940024,1351.8684487,4.6946202,6023.2000000,4.0500000,1.2329900
Planet Candidate,3.7769660,3.6710000,9271.0000000,18.6742000,6446.0000000,3.9700000,1.9600000
Planet Candidate,23.9712428,1.6450000,2387.0000000,4.1413800,5238.0000000,4.5000000,0.8800000
Planet Candidate,10.6417260,3.7080000,10160.0000000,11.6462000,5945.0000000,4.3400000,1.1700000
Planet Candidate,3.3202789,3.7660000,7240.0000000,12.3769000,6443.0000000,4.1100000,1.6600000
Planet Candidate,1.6047466,2.0970000,5940.0000000,16.7831000,5972.0000000,4.2600000,1.2800000
Planet Candidate,0.7729056,1.0220000,2749.0000000,7.4955800,6269.0000000,4.3600000,1.2100000
Planet Candidate,170.3363911,4.1730000,12411.0000000,11.6916000,5621.0000000,4.4600000,0.9700000
Planet Candidate,8.1563148,1.8520000,12127.0000000,11.3761000,6366.8000000,,1.0200000
Planet Candidate,5.2554768,2.1090000,935.0000000,2.6342300,5298.0000000,4.5300000,0.8600000
Planet Candidate,2.7299474,1.1040000,10021.0000000,9.6398300,5289.0000000,4.4400000,0.9500000
Confirmed Planet,3.0876297,2.2386246,40411.8142459,13.9011294,4105.0000000,4.4380000,0.6938600
Planet Candidate,0.6439909,0.6450000,7794.0000000,12.6159000,5225.0000000,4.7400000,0.6600000
Planet Candidate,21.6836634,2.6410000,1546.0000000,,,,
False Positive,8.1958135,1.1820000,8230.0000000,13.5081000,6496.0000000,4.2400000,1.4500000
Planet Candidate,2.3368358,1.4050000,5916.0000000,6.3206100,4439.0000000,4.5200000,0.7600000
Planet Candidate,3.4977997,0.4750000,4914.0000000,9.1640900,5209.0000000,,0.9200000
Planet Candidate,13.9753579,4.5030000,14290.0000000,9.7026100,5382.0000000,4.5400000,0.8600000
Planet Candidate,6.1418356,3.5250000,18607.0000000,16.0656000,5918.5000000,,1.2500000
Planet Candidate,23.9556450,6.0110000,6259.0000000,11.1033000,6609.0000000,4.2100000,1.5300000
Planet Candidate,3.7002646,4.4590000,7616.0000000,13.9231000,6971.0000000,4.2800000,1.4800000
Planet Candidate,7.7561532,2.0360000,14454.0000000,5.9824600,3462.0000000,4.7882300,0.4400000
Confirmed Planet,0.3219233,0.1990000,204.0000000,2.6607600,3518.0000000,4.8249200,0.4600000
Planet Candidate,19.8088367,2.8700000,9500.0000000,11.5163000,5601.0000000,4.3000000,1.1700000
Planet Candidate,1.5525382,1.4900000,7123.0000000,16.0284000,5730.0000000,3.9600000,1.7500000
Planet Candidate,4.2990991,3.8050000,6567.0000000,10.9362000,6013.0000000,4.1100000,1.5300000
Planet Candidate,4.1186706,5.0250000,3571.0000000,10.4153000,5998.0000000,3.9100000,1.9300000
Planet Candidate,2.5034150,3.4160000,1877.0000000,,,,
Planet Candidate,9.6713674,1.6600000,3376.0000000,18.1732000,5902.0000000,3.9600000,1.8000000
Planet Candidate,0.7474746,0.3270000,8713.0000000,15.8733000,3455.0000000,4.5800000,0.6800000
Planet Candidate,2.9712014,1.2410000,4680.0000000,13.3902000,7713.0000000,4.2700000,1.6300000
Planet Candidate,3.4220041,2.4480000,16151.0000000,12.6182000,5731.0000000,4.4300000,1.0200000
Planet Candidate,2.5918359,3.9330000,6221.0000000,15.5459000,5891.0000000,3.8300000,2.0800000
Confirmed Planet,0.7683904,1.0241242,903.9933214,1.1406447,3329.0000000,4.9495700,0.3741390
Confirmed Planet,12.2534308,1.3699490,3729.6347091,2.2967944,3329.0000000,4.9495700,0.3741390
Planet Candidate,6.6802019,4.6640000,5941.0000000,11.1977000,5801.0000000,4.0400000,1.6100000
Planet Candidate,3.0039961,3.6210000,6490.0000000,11.6408000,5623.0000000,4.0400000,1.5900000
Planet Candidate,5.5316291,3.9100000,4176.0000000,11.0664000,6814.0000000,4.0800000,1.8300000
Planet Candidate,4.7766940,1.7060000,1412.0000000,4.2323400,5625.0000000,,1.0700000
Planet Candidate,0.5257499,0.8640000,1028.0000000,2.6051700,4649.0000000,4.5900000,0.7300000
Planet Candidate,2.0394246,2.6350000,9236.0000000,,5392.0000000,,
Planet Candidate,5.4584109,4.1640000,2807.0000000,10.0716000,6309.0000000,3.8300000,2.2400000
Planet Candidate,5.0789699,4.4510000,13539.0000000,14.9790000,5826.0000000,4.1400000,1.4400000
Planet Candidate,12.5069936,5.7390000,4522.0000000,,,,
Planet Candidate,4.8622127,6.0110000,3480.0000000,12.3350000,6142.0000000,3.7800000,2.2900000
Confirmed Planet,4.8847937,2.5100000,478.0000000,1.9475300,5969.0000000,4.5172000,0.9400000
Planet Candidate,2.8411706,1.4530000,4694.0000000,13.1053000,5801.0000000,3.9400000,1.8100000
Planet Candidate,6.0011971,1.9900000,23249.0000000,14.9116000,5265.0000000,4.3700000,1.0200000
False Positive,3.5399394,3.4430000,6448.0000000,8.3436000,5234.6000000,,1.1300000
Planet Candidate,6.2644714,2.5080000,780.0000000,1.8701100,4568.0000000,4.6500000,0.6700000
Planet Candidate,1.7085226,0.9170000,2089.0000000,8.4203300,6059.5000000,,1.6100000
False Positive,3.3815776,3.3800000,9454.0000000,16.6220000,6662.0000000,4.0900000,1.7800000
Planet Candidate,0.5418555,0.7760000,120.0000000,0.9236960,4954.0000000,4.5800000,0.7700000
Planet Candidate,4.2619292,5.1450000,1109.0000000,8.1526400,6846.0000000,3.7400000,2.7200000
Planet Candidate,3.3847215,3.4750000,612.0000000,3.5200900,5199.0000000,4.6100000,0.7700000
Planet Candidate,4.2470926,4.2630000,4730.0000000,14.5276000,6232.3000000,3.8800000,2.0700000
False Positive,4.7535388,1.0905965,225793.1060958,12.1863496,3010.0000000,5.1097600,0.2012800
Planet Candidate,7.4894672,1.8263380,2097.1814085,3.9858614,5143.3100000,4.4991300,0.8684180
Planet Candidate,3.4438328,2.3250000,1276.0000000,3.0385800,5143.3100000,4.4991300,0.8700000
Planet Candidate,0.4925418,0.3770000,545.0000000,9.1474500,6927.0000000,4.3600000,1.3400000
Planet Candidate,14.1532848,4.4430000,8715.0000000,8.0209100,5063.0000000,4.5100000,0.8500000
Planet Candidate,2.1011992,1.2670000,11915.0000000,12.4184000,5959.8000000,4.4000000,1.0900000
Planet Candidate,2.4364562,0.9780000,5295.0000000,11.3842000,6844.0000000,4.3000000,1.4300000
False Positive,8.4071330,1.2720000,1490.0000000,5.0689900,6126.0000000,4.2500000,1.3300000
Planet Candidate,1.7687035,1.7920000,6765.0000000,,,,
Planet Candidate,60.8344877,6.1090000,42343.0000000,11.4643000,3736.0000000,4.7300000,0.5100000
Planet Candidate,3.3390124,0.4330000,3534.0000000,8.7597900,4436.0000000,4.5300000,0.7500000
Planet Candidate,2.9803410,3.6350000,11829.0000000,15.4918000,6283.8000000,,1.5700000
False Positive,2.5936940,3.0544290,526.7848270,2.9807360,5316.6000000,3.8800000,1.2872500
False Positive,2.2175244,2.4620000,1682.0000000,7.1879800,7406.0000000,4.1000000,1.9200000
Planet Candidate,3.8405138,1.4380000,8163.0000000,14.6684000,6123.9000000,4.2000000,1.4200000
False Positive,4.0662367,3.7210000,6676.0000000,10.9810000,5689.0000000,4.1000000,1.4900000
Planet Candidate,6.2157513,3.2950000,4008.0000000,10.0556000,6015.2000000,4.0500000,1.6500000
Planet Candidate,3.6487690,2.1560000,1202.0000000,15.7865000,4939.0000000,,4.6100000
Planet Candidate,3.6814233,5.0840000,3225.0000000,13.5757000,5956.0000000,3.6500000,2.5700000
Planet Candidate,17.3986129,3.4850000,2584.0000000,3.8996000,5589.0000000,4.6200000,0.8000000
Planet Candidate,60.3541599,6.6820000,2598.0000000,6.6647900,5658.0000000,4.3800000,1.0600000
Planet Candidate,7.0548729,2.4400000,2068.0000000,6.6139900,5628.6000000,4.0900000,1.5000000
Planet Candidate,4.3656102,4.7910000,5746.0000000,13.4874000,5748.0000000,3.9500000,1.7800000
Confirmed Planet,4.9899176,1.3819654,18931.4105812,2.9858436,2940.0000000,5.1431500,0.1714300
Confirmed Planet,0.9479945,0.5646630,4200.5288900,1.1926392,2940.0000000,5.1431500,0.1714300
Planet Candidate,30.7331484,5.4730000,6436.0000000,18.2875000,5607.0000000,4.2400000,1.2500000
Planet Candidate,8.2158997,3.6590000,1177.0000000,3.3717100,5820.0000000,4.4400000,1.0200000
Planet Candidate,1.1930966,1.1960000,3691.0000000,13.2426000,5906.0000000,3.7900000,2.1900000
Planet Candidate,6.9929558,4.8320000,5562.0000000,7.6346500,5916.7000000,4.4300000,1.0500000
Planet Candidate,2.9257773,1.4480000,6858.0000000,10.8746000,5688.0000000,4.2600000,1.2400000
Planet Candidate,3.1924816,3.2110000,14119.0000000,14.5588000,5964.0000000,4.2800000,1.2600000
Planet Candidate,3.7538770,1.2090000,7099.0000000,6.2038400,4049.0000000,4.5500000,0.7000000
Planet Candidate,2.9814911,2.4310000,19021.0000000,13.0485000,6168.0000000,4.5700000,0.9300000
Planet Candidate,33.5792968,4.7130000,3860.0000000,8.9163200,6294.0000000,4.2200000,1.4300000
Planet Candidate,10.2887023,2.9670000,8079.0000000,9.8503300,5853.0000000,4.4000000,1.0800000
Confirmed Planet,1.7318529,1.6919639,36359.4301748,12.0299493,3394.0000000,4.9186000,0.6152190
Planet Candidate,13.3079913,3.4200000,4804.0000000,9.0534800,5854.4000000,4.2100000,1.3400000
Planet Candidate,18.9104241,3.2430000,10263.0000000,7.9038400,4801.0000000,4.5200000,0.8000000
Planet Candidate,8.5084620,2.7160000,10649.0000000,13.4917000,6236.6000000,4.2600000,1.3400000
